asin,title,description,imUrl
B000052X83,"Arm &amp; Hammer Ultramax Time Released, Antiperspirant &amp; Deodorant Roll-On, Fresh Scent - 1.9 Fluid Ounces",Ultramax offers many different products to meet your needs. All our products offer long lasting odor and wetness protection to keep you feeling clean for a solid 24 hours.,http://ecx.images-amazon.com/images/I/217V6Z0SN7L.jpg
B000052WQJ,Absorbine Jr. Rapid Pain Relief Liquid,"The Original Antiseptic LinimentFast acting liquidPenetrating warmth soothes away aches and painsNon-greasy, quick dryingNatural menthol w/herbal extracts helps speed the recovery of tired muscles.Antiseptic to help prevent infection.Relieves the itching associated with athlete's foot.",http://ecx.images-amazon.com/images/I/41kqrwZmnxL._SY300_.jpg
B000052X5F,"Tavist Allergy, 12 Hour Relief,  Tablets 16 tablets","Antihistamine (Clemastine Fumarate). Runny nose. Sneezing. Itchy, watery eyes. Itchy throat. Original prescription strength. Sodium free.",http://ecx.images-amazon.com/images/I/51tzKjLhgSL._SX300_.jpg
B000052WYQ,Nair Hair Remover Moisturizing Face Cream ( For Smooth Radiant Skin) 2oz.(57g),"For Upper Lip, Chin, and Cheek. With Sweet Almond Oil & Baby Oil. Nair Cream for Face effectively removes unwanted hair from your face. This special formula contains Sweet Almond Oil and Baby Oil and leaves your skin silky smooth and invitingly touchable. Like all Nair Hair Remover products, Nair Cream for Face is dermatologist and salon tested. Moisturizes skin as you see it. Easy to use. Fresh fragrance. For all hair types, fine/light to coarse/dark. Not animal tested. Made in USA.",http://ecx.images-amazon.com/images/I/41ucK0yjpwL._SY300_.jpg
B000052XA8,"Sure Antiperspirant &amp; Deodorant Roll-On, Unscented - 2.7 fl oz","Sure antiperspirant and deodorant roll-on, unscented reduces underarm wetness. Do not apply to broken skin. Avoid spraying in eyes.",http://ecx.images-amazon.com/images/I/11B4HMY1J6L.jpg
B000052WR0,"Flex-All Plus Max Strength Topical Analgesic Gel, 4-ounce Tube",Aloe Base Topical Analgesic That Is Both Effective Fast Acting And Long-lasting,http://ecx.images-amazon.com/images/I/21081AVG5HL.jpg
B000052WQO,Banalg Muscle Pain Reliever 2 fl oz (60 ml),"Fast relief for muscle aches, pains, soreness, stiffness, backache.Fast Vani",http://ecx.images-amazon.com/images/I/2148ACXT1ML.jpg
B000052X65,"Afrin 12 Hours Nasal Spray, Severe Congestion, .5 fl oz (15 ml)","Oxymetazoline HCI-Nasal Decongestant. Fast, powerful congestion relief. Maximum strength. Unique formula with menthol. No. 1 doctor & pharmacist recommended brand. Afrin Severe Congestion is a maximum strength formula with the aromatic power of menthol. I",http://ecx.images-amazon.com/images/I/410D1AV4PCL._SY300_.jpg
B000052X6Y,Neo-Synephrine Severe Sinus Congestion Spray - Non-Drowsy - 12 Hour Relief - Net Wt. 0.5 FL OZ - Pack of 2,"Soothes and moisturizes dry nasal passages as it goes to the core of your congestion.The longest acting, #1 topical nasal decongestant ingredient among doctors and pharmacists.Works fast to relieve stuffiness and to ease the pressure in your head.",http://ecx.images-amazon.com/images/I/51vkE2QDbhL._SY300_.jpg
B000052X6U,"NasalCrom Nasal Spray without Drowsiness, .44 fl oz (13 ml)","Nasal Allergy Symptom Controller. Cromolyn Sodium Nasal Solution USP. Safe for Ages 2 Years & Older. Full prescription strength. 100 Metered sprays. Each Spray Delivers: 5.2 mg Cromolyn Sodium. Prevents and Relieves Nasal Allergy Symptoms: Runny/Itchy nose; Sneezing; Allergic stuffy nose. What Makes NasalCrom Unique? Nasal Allergy Symptoms Prevention - NasalCrom can prevent nasal allergy symptoms when used before exposure to the cause of your nasal allergies, and will build protection against future symptoms as long as you continue to use NasalCrom as directed. Effective Relief - NasalCrom provides original prescription-strength relief of nasal allergy symptoms, including congestion, sneezing and runny or itchy nose. Works Only in Your Nose - NasalCrom is a nasal spray that works only in your nose - where nasal allergens attack. It helps to stop the cells in your nose from reacting to pollen, pet dander, and other allergens, so you don't experience nasal allergy symptoms. Safe: No drowsiness; No jitters; No rebound nasal congestion; Safe to use with other medicines including other allergy medicines; Non habit forming; Safe to use throughout your allergy season; Good for year-round allergies; Safe for children as young as two years old. Active ingredient made in the United Kingdom. Finished product manufactured in France.",http://ecx.images-amazon.com/images/I/51nGbeEycFL._SY300_.jpg
B000052X2D,"Halls Sugar Free Cough Suppressant Drops, Citrus Blend - 25 ea","Menthol Cough Suppressant/Oral Anesthetic. Fights coughs; Soothes sore throats; Makes nasal passages feel cooler. Vapor Action Formula. Resealable bag. Exchange Information: 1 Drop = Free Exchange. 10 Drops = 1 Fruit. The dietary exchanges are based on the Exchange Lists for Meal Planning, copyright 1989 by the American Diabetes Association, Inc and the American Dietetic Association.",http://ecx.images-amazon.com/images/I/51EZJrzIviL._SY300_.jpg
B000052X72,"Neo-Synephrine Nasal Decongestant, Regular Strength Spray, .5 oz.",Phenylephrine HCI 0.5%. Fast relief. Goes right to the core of your congestion. Easier to use & dispense.,http://ecx.images-amazon.com/images/I/31GM2HC6NPL._SY300_.jpg
B000052X30,Vicks Menthol Flavor Cough Drops (case of 20),Vicks Menthol Cough Drops - 20 Pack0,http://ecx.images-amazon.com/images/I/51S0KhpgNwL._SY300_.jpg
B000052X6O,"4 Way Saline Moisturizing Mist, with Natural Eucalyptol &amp; Menthol, 1 fl oz (29.6 ml)",Helps make nasal passages feel clearer. Alcohol free/non-medicated. Non-habit forming. Can be used with cold/allergy/sinus medications. Soothes dry irritated nasal passages. Helps make nasal passages feel clear and more comfortable.,http://ecx.images-amazon.com/images/I/51M9ESTaGZL._SY300_.jpg
B000052X5L,Tylenol Severe Allergy Antihistamine &amp; Pain Relief Caplets 24 ea,Pain Reliever/Antihistamine. Itchy/Watery Eyes/Runny Nose/Sneezing: Diphenhydramine HCI; Sore/Scratchy Throat: Acetaminophen. Fast relief. Contains no pseudoephedrine.,http://ecx.images-amazon.com/images/I/51SZP8GG6CL._SY300_.jpg
B000052X73,"Neo-Synephrine Nasal Spray , Extra Strength Formula, 1/2-Ounce",Neo-synephrine offers a pharmacist recommended line of decongestant nasal sprays. Each product has been specifically designed to effectively help you breathe freely when it counts most.,http://ecx.images-amazon.com/images/I/41xsEQhDijL._SY300_.jpg
B000052XCU,"Boston Simplicity Multi-Action Solution, 4 Fluid Ounces","One Bottle Simplicity.Cleans.Disinfects.Conditions.Rinses.Cushions.Wets.&nbsp;Boston Simplicity&reg; Multi-Action Solutioncombines an effective cleaning system with a disinfecting and conditioning solution -In One Bottle.&nbsp; Removes dirt and deposits without the need for a separate daily cleaner.&nbsp;Perfect for Today's Busy RGP Lens Wear.&nbsp;Our IngredientsWhat They DoCleaning System&nbsp;&nbsp;&nbsp;Betaine Surfactant, PEO Sorbitan MonolaurateRemoves dirt and deposits from your lenses without a separate daily cleaner.Disinfecting System&nbsp;&nbsp;&nbsp;Chlorhexidine gluconate (0.06%), Polyaminopropyl Biguanide (0.0005%), Edetate Disodium (0.05%)Dual disinfecting system destroys micor-organisms (germs).Wetting and Cushioning System&nbsp;Derivatized Polyethylene Glycol, Cellulosic Viscosifier, Silicone Glycol Copolymer, Polyvinyl AlcoholSurrounds lenses with moisture for wetting.&nbsp; Cushions lenses.&nbsp;This unique patented formula is not sold to any retailer as a store brand.&nbsp;Because your eyes are so important&reg;Don't experiment with just any brand.&nbsp; Not all Gas Permeable Contact Lens Conditioning Solutions are the same.&nbsp; Use only the brand recommended by your doctor.&nbsp;For weekly protein removal useBoston&reg; One Step Liquid Enzymatic Cleaner.&nbsp;Made in USA.&nbsp;",http://ecx.images-amazon.com/images/I/51NFV3VZJ2L._SY300_.jpg
B000052X8O,"Arrid XX Anti-Perspirant &amp; Deodorant, Roll-On, Regular 2.5 oz (74 ml)",Exclusive formula provides 24 hour protection. Arrid XX&#xE0;when you want to get extra close.,http://ecx.images-amazon.com/images/I/11AHKWAG61L.jpg
B000052XAM,"Glucerna Shake, 8 Fluid Ounces cans, Butter Pecan 6 ea","For People with Diabetes.From the Makers of Ensure&reg;.Clinically shown to help manage blood glucose levels.Complete, Balanced Nutrition&reg;.#1 Doctor Recommended*.6 ~ 8 Fl. Oz. Cans(1.5 Qt.) / 6 - 237 mL Cans (1.42L).Glucerna Shakeshave a unique blend of slow-digesting carbohydrates that have been clinically shown to help manage blood glucose levels in people with diabetes.It's time for a taste of freedomDeliciousGlucerna Shakesand Meal Bars are great for a quick breakfast, lunch, or between-meal snack.&nbsp; Nutritious Glucerna Snack Bars are a healthy alternative to sweets.Now!&nbsp; Lutein&#153; To Help Support Eye HealthWhat is Lutein?&nbsp;A natural food component that acts as an antioxidant and is present in the eye.What does Lutein do?&nbsp; Lutein has the ability to filter some of the damaging light from the sun.Why is including Lutein in my diet important?&nbsp; The body cannot make Lutein.&nbsp; Studies suggest Lutein is important because it helps support eye health.&nbsp; Lutein has no known effect on retinopathy.Where is Lutein found?&nbsp; Lutein is found in a limited number of vegetables and fruits, including spinach, lake, broccoli, corn, oranges, and tangerines.&nbsp; Each serving of Glucerna Shake has 500 mcg of Lutein.Exchanges1 Starch1 Low Fat Milk1/2 FatCalculated using ""Exchange Lists for Meal Planning,"" American Diabetes Assn, Inc. &amp; American Dietetic Assn. 1995.*Among doctors who recommend liquid nutritional supplements to their patients with diabetes.**From Supplement Chart - Contributes 80 Calories from carbohydrate and 23 Calories from maltitol and dietary fiber.Serving size, 1 can (8 fl oz); servings per container, 6 Calories: 220 Calories from Fat: 80 Total Fat: 8.5g, 13% Saturated Fat: 1g, 5% Cholesterol: <5mg, <2% Sodium: 210mg, 9% Potassium: 370mg, 11% Total Carbohydrate: 29g**, 10% Dietary fiber: 3g, 12% Sugars: 7g Sugar alcohol: 6g Protein: 10g, 20% Vitamin A : 35% Vitamin C : 100% Vitamin D : 25% Vitamin E : 100% Vitamin K : 25% Thiamin (B1) : 25% Riboflavin (B2) : 25% Niacin (B3) : 25% Vitamin B6 : 50% Folate,Folic Acid,Folacin : 50% Vitamin B12 : 50% Biotin : 25% Pantothenic acid : 25% Calcium : 25% Iron : 25% Phosphorus : 25% Iodine : 25% Magnesium : 25% Zinc : 25% Selenium : 25% Copper : 25% Manganese : 50% Chromium : 100% Molybdenum : 50% Chloride : 10%",http://ecx.images-amazon.com/images/I/514746HTMKL._SY300_.jpg
